kdgd;kdbr;nmbr;juml;hrga;ttal;ordr;kdmr;kdgl;kdkm
CW7;OXG03-9129;OXYGEN 300CC 9129 ECCO GREEN;2;20000;40000;0;OXYGN;CTSPRY;KL
CW8;OXG03-9129;OXYGEN 300CC 9129 ECCO GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CW9;OXG03-9129;OXYGEN 300CC 9129 ECCO GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-9129;OXYGEN 300CC 9129 ECCO GREEN;1;20000;20000;-2;OXYGN;CTSPRY;KL
RUSAK;OXG03-9129;OXYGEN 300CC 9129 ECCO GREEN;0;20000;0;0;OXYGN;CTSPRY;KL
CA0;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CA1;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CA2;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CA3;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;6;20000;120000;3;OXYGN;CTSPRY;KL
CA4;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;8;20000;160000;5;OXYGN;CTSPRY;KL
CW1;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CW2;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CW3;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CW4;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CW5;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;2;20000;40000;0;OXYGN;CTSPRY;KL
CW6;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;2;20000;40000;0;OXYGN;CTSPRY;KL
CW7;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;2;20000;40000;0;OXYGN;CTSPRY;KL
CW8;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;9;20000;180000;6;OXYGN;CTSPRY;KL
CW9;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-913;OXYGEN 300CC 913 DEEP GREEN;12;20000;240000;9;OXYGN;CTSPRY;KL
CA0;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;3;27000;81000;0;OXYGN;CTSPRY;KL
CA1;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;3;27000;81000;0;OXYGN;CTSPRY;KL
CA2;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;3;27000;81000;0;OXYGN;CTSPRY;KL
CA3;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;3;27000;81000;0;OXYGN;CTSPRY;KL
CA4;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;6;27000;162000;3;OXYGN;CTSPRY;KL
CA5;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;6;27000;162000;0;OXYGN;CTSPRY;KL
CW1;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;7;27000;189000;4;OXYGN;CTSPRY;KL
CW2;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;3;27000;81000;0;OXYGN;CTSPRY;KL
CW3;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;2;27000;54000;0;OXYGN;CTSPRY;KL
CW4;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;2;27000;54000;0;OXYGN;CTSPRY;KL
CW5;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;3;27000;81000;0;OXYGN;CTSPRY;KL
CW6;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;3;27000;81000;0;OXYGN;CTSPRY;KL
CW7;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;2;27000;54000;0;OXYGN;CTSPRY;KL
CW8;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;2;27000;54000;0;OXYGN;CTSPRY;KL
CW9;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;2;27000;54000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-9133;OXYGEN 300CC 9133 GREEN DOFF;12;27000;324000;9;OXYGN;CTSPRY;KL
9TDS;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;0;20000;0;0;OXYGN;CTSPRY;KL
CA0;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;10;20000;200000;7;OXYGN;CTSPRY;KL
CA1;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;3;20000;60000;0;OXYGN;CTSPRY;KL
CA2;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;2;20000;40000;0;OXYGN;CTSPRY;KL
CA3;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;2;20000;40000;0;OXYGN;CTSPRY;KL
CA4;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;4;20000;80000;1;OXYGN;CTSPRY;KL
CA5;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;6;20000;120000;0;OXYGN;CTSPRY;KL
CW1;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;11;20000;220000;0;OXYGN;CTSPRY;KL
CW2;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;7;20000;140000;0;OXYGN;CTSPRY;KL
CW3;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;6;20000;120000;0;OXYGN;CTSPRY;KL
CW4;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;9;20000;180000;0;OXYGN;CTSPRY;KL
CW5;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;9;20000;180000;0;OXYGN;CTSPRY;KL
CW6;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;3;20000;60000;0;OXYGN;CTSPRY;KL
CW7;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;4;20000;80000;1;OXYGN;CTSPRY;KL
CW8;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;2;20000;40000;0;OXYGN;CTSPRY;KL
CW9;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;4;20000;80000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;68;20000;1360000;51;OXYGN;CTSPRY;KL
RUSAK;OXG03-9139;OXYGEN 300CC 9139 METALLIC BLACK;0;20000;0;0;OXYGN;CTSPRY;KL
CA0;OXG03-914;OXYGEN 300CC 914 ORANGE;5;20000;100000;2;OXYGN;CTSPRY;KL
CA1;OXG03-914;OXYGEN 300CC 914 ORANGE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA2;OXG03-914;OXYGEN 300CC 914 ORANGE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA3;OXG03-914;OXYGEN 300CC 914 ORANGE;5;20000;100000;2;OXYGN;CTSPRY;KL
CA4;OXG03-914;OXYGEN 300CC 914 ORANGE;8;20000;160000;5;OXYGN;CTSPRY;KL
CW1;OXG03-914;OXYGEN 300CC 914 ORANGE;4;20000;80000;0;OXYGN;CTSPRY;KL
CW2;OXG03-914;OXYGEN 300CC 914 ORANGE;4;20000;80000;0;OXYGN;CTSPRY;KL
CW3;OXG03-914;OXYGEN 300CC 914 ORANGE;8;20000;160000;0;OXYGN;CTSPRY;KL
CW4;OXG03-914;OXYGEN 300CC 914 ORANGE;4;20000;80000;0;OXYGN;CTSPRY;KL
CW5;OXG03-914;OXYGEN 300CC 914 ORANGE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW6;OXG03-914;OXYGEN 300CC 914 ORANGE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW7;OXG03-914;OXYGEN 300CC 914 ORANGE;4;20000;80000;1;OXYGN;CTSPRY;KL
CW8;OXG03-914;OXYGEN 300CC 914 ORANGE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW9;OXG03-914;OXYGEN 300CC 914 ORANGE;6;20000;120000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-914;OXYGEN 300CC 914 ORANGE;17;20000;340000;9;OXYGN;CTSPRY;KL
CA0;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA1;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA2;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA3;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA4;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW1;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW2;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW3;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW4;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW5;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW6;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW7;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW8;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW9;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-9142;OXYGEN 300CC 9142 RED PURPLE;5;20000;100000;2;OXYGN;CTSPRY;KL
CA0;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA1;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA2;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA3;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA4;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW1;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW2;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW3;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW4;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW5;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW6;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW7;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW8;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW9;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-9143;OXYGEN 300CC 9143 BLUE PURPLE;10;20000;200000;7;OXYGN;CTSPRY;KL
CA0;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;3;20000;60000;0;OXYGN;CTSPRY;KL
CA1;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;3;20000;60000;0;OXYGN;CTSPRY;KL
CA2;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;3;20000;60000;0;OXYGN;CTSPRY;KL
CA3;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;1;20000;20000;-2;OXYGN;CTSPRY;KL
CA4;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;3;20000;60000;0;OXYGN;CTSPRY;KL
CA5;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;6;20000;120000;0;OXYGN;CTSPRY;KL
CW1;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;2;20000;40000;0;OXYGN;CTSPRY;KL
CW2;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;2;20000;40000;0;OXYGN;CTSPRY;KL
CW3;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;2;20000;40000;0;OXYGN;CTSPRY;KL
CW4;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;3;20000;60000;0;OXYGN;CTSPRY;KL
CW5;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;5;20000;100000;2;OXYGN;CTSPRY;KL
CW6;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;3;20000;60000;0;OXYGN;CTSPRY;KL
CW7;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;3;20000;60000;0;OXYGN;CTSPRY;KL
CW8;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;1;20000;20000;-2;OXYGN;CTSPRY;KL
CW9;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;4;20000;80000;1;OXYGN;CTSPRY;KL
GUDANG;OXG03-9144;OXYGEN 300CC 9144 VARIO PINK;12;20000;240000;9;OXYGN;CTSPRY;KL
CA0;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA1;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA2;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA3;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA4;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;9;20000;180000;6;OXYGN;CTSPRY;KL
CA5;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;6;20000;120000;0;OXYGN;CTSPRY;KL
CW1;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW2;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW3;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW4;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW5;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW6;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW7;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW8;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW9;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;2;20000;40000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-9145;OXYGEN 300CC 9145 SPECIAL PURPLE;13;20000;260000;10;OXYGN;CTSPRY;KL
CA0;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA1;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA2;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA3;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA4;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;9;20000;180000;6;OXYGN;CTSPRY;KL
CA5;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;6;20000;120000;0;OXYGN;CTSPRY;KL
CW1;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW2;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW3;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW4;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW5;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW6;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW7;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW8;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW9;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-9160;OXYGEN 300CC 9160 CARIBIC BLUE;12;20000;240000;9;OXYGN;CTSPRY;KL
9TDS;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;0;20000;0;0;OXYGN;CTSPRY;KL
CA0;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA1;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA2;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA3;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA4;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW1;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW2;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW3;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;7;20000;140000;4;OXYGN;CTSPRY;KL
CW4;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW5;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW6;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW7;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW8;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW9;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;0;20000;0;-3;OXYGN;CTSPRY;KL
RUSAK;OXG03-9161;OXYGEN 300CC 9161 MILANO BLUE;0;20000;0;0;OXYGN;CTSPRY;KL
CA0;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA1;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA2;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;4;20000;80000;1;OXYGN;CTSPRY;KL
CA3;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;5;20000;100000;2;OXYGN;CTSPRY;KL
CA4;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;9;20000;180000;6;OXYGN;CTSPRY;KL
CW1;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;4;20000;80000;0;OXYGN;CTSPRY;KL
CW2;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW3;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW4;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW5;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW6;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW7;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW8;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW9;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-9171;OXYGEN 300CC 9171 SPICY BLUE;15;20000;300000;11;OXYGN;CTSPRY;KL
CA0;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA1;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA2;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA3;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA4;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA5;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;6;20000;120000;0;OXYGN;CTSPRY;KL
CW1;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;1;20000;20000;-2;OXYGN;CTSPRY;KL
CW2;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;1;20000;20000;-2;OXYGN;CTSPRY;KL
CW3;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW4;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW5;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW6;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW7;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;5;20000;100000;2;OXYGN;CTSPRY;KL
CW8;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW9;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-9172;OXYGEN 300CC 9172 JUPITER BLUE;12;20000;240000;9;OXYGN;CTSPRY;KL
CA0;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;4;20000;80000;1;OXYGN;CTSPRY;KL
CA1;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;9;20000;180000;6;OXYGN;CTSPRY;KL
CA2;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;4;20000;80000;1;OXYGN;CTSPRY;KL
CA3;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;2;20000;40000;0;OXYGN;CTSPRY;KL
CA4;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;9;20000;180000;6;OXYGN;CTSPRY;KL
CW1;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;10;20000;200000;0;OXYGN;CTSPRY;KL
CW2;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CW3;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;6;20000;120000;0;OXYGN;CTSPRY;KL
CW4;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CW5;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CW6;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CW7;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;3;20000;60000;0;OXYGN;CTSPRY;KL
CW8;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;0;20000;0;-3;OXYGN;CTSPRY;KL
CW9;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;2;20000;40000;0;OXYGN;CTSPRY;KL
GUDANG;OXG03-9173;OXYGEN 300CC 9173 NINJA GREEN;19;20000;380000;11;OXYGN;CTSPRY;KL
CA0;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA1;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA2;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA3;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;3;20000;60000;0;OXYGN;CTSPRY;KL
CA4;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;7;20000;140000;4;OXYGN;CTSPRY;KL
CW1;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW2;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW3;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW4;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW5;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;3;20000;60000;0;OXYGN;CTSPRY;KL
CW6;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;1;20000;20000;-2;OXYGN;CTSPRY;KL
CW7;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW8;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;2;20000;40000;0;OXYGN;CTSPRY;KL
CW9;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;9;20000;180000;6;OXYGN;CTSPRY;KL
GUDANG;OXG03-9174;OXYGEN 300CC 9174 JUPITER ORANGE;12;20000;240000;9;OXYGN;CTSPRY;KL
CA0;OXG03-9175;OXYGEN 300CC 9175 SHOGUN BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
CA1;OXG03-9175;OXYGEN 300CC 9175 SHOGUN BLUE;2;20000;40000;0;OXYGN;CTSPRY;KL
